latitude,longitude,magnitude,deaths,affected,damages,type,risk
41.083,114.5,6.0,49.0,598000.0,285500.0,Earthquake,1
37.106,70.11,7.0,4700.0,116935.0,10000.0,Earthquake,1
37.075,70.089,6.0,2323.0,32818.0,10000.0,Earthquake,1
46.245,13.652,6.0,,,,Earthquake,0
38.717,48.507,6.0,1.0,700010.0,,Earthquake,1
38.65,-28.626,6.0,10.0,1100.0,72000.0,Earthquake,1
-17.731,-65.431,7.0,95.0,18050.0,,Earthquake,1
0.729,119.931,7.0,9.0,13000.0,1200.0,Earthquake,1
1.1,137.15,8.0,166.0,25638.0,4200.0,Earthquake,1
-0.593,-80.393,7.0,3.0,2040.0,,Earthquake,1
30.154,57.605,7.0,5.0,1500.0,,Earthquake,1
32.457,59.976,6.0,12.0,2935.0,,Earthquake,1
43.164,12.701,5.0,,905.0,,Earthquake,0
-12.584,166.676,8.0,,,,Earthquake,0
27.308,101.029,6.0,3.0,337443.0,70000.0,Earthquake,1
-2.961,141.926,7.0,2182.0,9867.0,,Earthquake,1
46.245,13.652,6.0,,700.0,,Earthquake,0
3.878,35.307,6.0,145.0,1589600.0,550000.0,Earthquake,1
36.479,71.086,6.0,,,,Earthquake,0
41.925,20.39,5.0,,2100.0,,Earthquake,1
26.373,104.021,5.0,,107084.0,22600.0,Earthquake,1
37.388,78.843,6.0,,25028.0,,Earthquake,1
39.66,77.343,6.0,3.0,111862.0,,Earthquake,1
34.259,69.364,6.0,70.0,91960.0,,Earthquake,1
40.802,47.448,5.0,1.0,9168.0,5000.0,Earthquake,1
21.544,91.895,5.0,6.0,15200.0,,Earthquake,1
41.131,114.658,5.0,,16003.0,,Earthquake,1
39.899,113.983,6.0,,3020004.0,44000.0,Earthquake,1
40.459,122.889,5.0,,800.0,,Earthquake,0
40.245,49.946,7.0,31.0,3294.0,10000.0,Earthquake,1
21.431,91.762,4.0,,1000.0,,Earthquake,0
25.607,101.063,6.0,7.0,1855007.0,73500.0,Earthquake,1
24.263,103.797,5.0,1.0,10302.0,483.0,Earthquake,1
40.498,122.994,5.0,,62030.0,,Earthquake,1
37.012,103.791,6.0,,100.0,,Earthquake,0
25.826,102.194,5.0,1.0,177611.0,43000.0,Earthquake,1
29.513,101.129,6.0,3.0,300109.0,24000.0,Earthquake,1
27.791,53.608,5.0,5.0,4355.0,,Earthquake,1
-2.071,124.891,8.0,33.0,6448.0,200000.0,Earthquake,1
-8.194,112.413,6.0,1.0,500.0,,Earthquake,0
33.199,47.225,5.0,,500.0,,Earthquake,0
4.461,-75.724,6.0,1186.0,1205933.0,1857366.0,Earthquake,1
18.386,-97.436,7.0,15.0,16200.0,226800.0,Earthquake,1
35.321,-1.281,6.0,22.0,15175.0,60929.0,Earthquake,1
38.193,-1.566,6.0,,20.0,44004.0,Earthquake,0
38.119,23.605,6.0,143.0,115139.0,4200000.0,Earthquake,1
15.782,88.33,7.0,2.0,280.0,,Earthquake,0
-6.845,105.555,7.0,5.0,16920.0,3900.0,Earthquake,1
30.512,79.403,7.0,100.0,477894.0,2000.0,Earthquake,1
28.343,57.193,7.0,1.0,2690.0,,Earthquake,1
29.501,51.88,7.0,20.0,4100.0,,Earthquake,1
36.92,54.9,5.0,,250.0,,Earthquake,0
16.1,96.7,8.0,31.0,115215.0,164800.0,Earthquake,1
18.324,-101.539,6.0,,6500.0,,Earthquake,1
-4.646,102.102,7.0,103.0,204714.0,41000.0,Earthquake,1
35.456,133.134,7.0,,7132.0,500000.0,Earthquake,1
-1.105,123.573,8.0,45.0,52770.0,30000.0,Earthquake,1
7.042,-77.829,7.0,2.0,430.0,,Earthquake,0
38.922,20.64,6.0,,600.0,,Earthquake,0
-6.675,106.845,5.0,,4124.0,2000.0,Earthquake,1
-6.549,105.63,7.0,,5500.0,,Earthquake,1
-4.612,101.905,7.0,1.0,3000.0,,Earthquake,1
35.288,58.218,5.0,1.0,2015.0,,Earthquake,1
35.217,58.175,5.0,,1000.0,,Earthquake,0
63.98,-20.758,7.0,,108.0,12000.0,Earthquake,0
63.966,-20.487,7.0,,91.0,12000.0,Earthquake,0
34.221,139.131,6.0,1.0,100.0,,Earthquake,0
18.198,-102.48,7.0,,1.0,,Earthquake,0
11.884,-85.988,5.0,7.0,7477.0,,Earthquake,1
13.049,-88.66,8.0,6.0,152.0,50.0,Earthquake,0
23.419,70.232,8.0,20005.0,6321812.0,2623000.0,Earthquake,1
36.479,71.086,6.0,1.0,611.0,,Earthquake,0
-16.423,168.214,8.0,12.0,14100.0,,Earthquake,1
-16.66,-72.662,7.0,1.0,1550.0,,Earthquake,1
40.758,31.161,7.0,845.0,224948.0,1000000.0,Earthquake,1
23.772,120.982,8.0,2264.0,108664.0,14100000.0,Earthquake,1
-13.64,-74.43,4.0,,6580.0,1100.0,Earthquake,1
15.766,119.74,7.0,6.0,190.0,1794.0,Earthquake,0
42.962,46.954,3.0,,6240.0,900.0,Earthquake,1
40.748,29.864,8.0,17127.0,1358953.0,20000000.0,Earthquake,1
40.709,30.045,6.0,6.0,422.0,,Earthquake,0
40.711,29.949,5.0,1.0,166.0,,Earthquake,0
23.445,120.506,6.0,1.0,254.0,800.0,Earthquake,0
48.786,142.246,7.0,,19108.0,920.0,Earthquake,1
-3.98,152.169,8.0,2.0,5000.0,,Earthquake,1
37.451,69.498,5.0,,6000.0,,Earthquake,1
39.566,54.799,7.0,11.0,,,Earthquake,0
38.164,38.777,5.0,1.0,1000.0,,Earthquake,0
40.693,32.992,6.0,2.0,23080.0,,Earthquake,1
-7.977,30.709,7.0,1.0,791.0,,Earthquake,0
38.3788333,-122.4133333,5.0,,25174.0,50000.0,Earthquake,1
13.049,-88.66,8.0,844.0,1334529.0,1500000.0,Earthquake,1
13.671,-88.938,7.0,315.0,256021.0,348500.0,Earthquake,1
23.419,70.232,8.0,12.0,914292.0,500.0,Earthquake,1
-9.278,33.766,4.0,,700.0,,Earthquake,0
36.424,70.881,6.0,,,,Earthquake,0
35.169,69.389,5.0,4.0,270.0,,Earthquake,0
36.429,70.438,6.0,150.0,3513.0,,Earthquake,1
36.062,69.315,6.0,1000.0,91228.0,,Earthquake,1
35.959,69.417,6.0,50.0,6150.0,,Earthquake,1
-28.937,-66.797,6.0,,727.0,,Earthquake,0
24.768,99.061,6.0,2.0,150190.0,31000.0,Earthquake,1
4.022,9.2,1080.0,30.0,1500.0,,Flood,1
27.689,101.003,6.0,2.0,10605.0,36000.0,Earthquake,1
24.455,102.66,5.0,,25000.0,,Earthquake,1
26.316,100.648,6.0,1.0,17220.0,,Earthquake,1
39.059,24.244,7.0,,300.0,,Earthquake,0
-6.99,108.275,5.0,,12512.0,,Earthquake,1
-4.68,102.562,7.0,,,,Earthquake,0
33.007,60.276,5.0,,1000.0,,Earthquake,0
34.083,132.526,7.0,2.0,11261.0,500000.0,Earthquake,1
-1.757,134.297,8.0,8.0,9082.0,,Earthquake,1
41.765,44.96,5.0,6.0,19156.0,350000.0,Earthquake,1
41.789,14.872,6.0,30.0,8533.0,796000.0,Earthquake,1
13.036,93.068,7.0,2.0,200.0,,Earthquake,0
30.916,99.927,5.0,,378.0,,Earthquake,0
39.736,97.443,6.0,2.0,65500.0,,Earthquake,1
30.2,31.41,4.0,,250.0,,Earthquake,0
37.747,21.087,6.0,,167.0,,Earthquake,0
-1.196,121.333,6.0,,2548.0,,Earthquake,1
-1.68,134.234,6.0,,155.0,,Earthquake,0
2.824,96.085,7.0,3.0,60.0,,Earthquake,0
28.093,51.755,5.0,1.0,780.0,,Earthquake,0
34.642,47.4,5.0,2.0,20056.0,,Earthquake,1
35.626,49.047,7.0,227.0,111300.0,300000.0,Earthquake,1
34.594,47.454,5.0,,15015.0,,Earthquake,1
31.995,49.329,6.0,,5.0,,Earthquake,0
37.67,15.267,4.0,,1009.0,,Earthquake,1
38.381,13.701,6.0,2.0,,500000.0,Earthquake,1
18.77,-104.104,8.0,29.0,178603.0,116300.0,Earthquake,1
39.61,77.23,6.0,268.0,517000.0,157000.0,Earthquake,1
-8.807,118.524,6.0,,2502.0,,Earthquake,1
29.59,51.474,5.0,,10080.0,,Earthquake,1
-6.884,146.388,6.0,,201.0,,Earthquake,0
-16.265,-73.641,8.0,145.0,349978.0,300000.0,Earthquake,1
-15.35,-72.516,6.0,2.0,155.0,,Earthquake,0
-14.258,-72.683,6.0,4.0,3965.0,,Earthquake,1
37.238,36.206,6.0,,480.0,,Earthquake,0
39.832,41.623,5.0,,131.0,,Earthquake,0
47.149,-122.7266667,7.0,1.0,400.0,2000000.0,Earthquake,1
24.279,122.179,7.0,4.0,500.0,25000.0,Earthquake,0
35.517,74.654,5.0,17.0,15065.0,,Earthquake,1
35.414,74.515,6.0,19.0,140782.0,,Earthquake,1
-17.6,167.856,7.0,,500.0,,Earthquake,0
-14.49,167.827,6.0,,503.0,,Earthquake,0
6.033,124.249,8.0,15.0,73451.0,1714.0,Earthquake,1
-3.302,142.945,8.0,4.0,4470.0,,Earthquake,1
36.429,70.438,6.0,3.0,,,Earthquake,0
-3.212,142.427,7.0,1.0,1000.0,,Earthquake,0
-1.684,29.077,5.0,45.0,1643.0,,Earthquake,1
42.436,21.466,6.0,1.0,100.0,,Earthquake,0
38.673,69.902,5.0,3.0,1050.0,,Earthquake,1
36.429,70.438,6.0,,500.0,,Earthquake,0
38.573,31.271,7.0,42.0,252327.0,95000.0,Earthquake,1
-2.907,33.733,6.0,2.0,2000.0,,Earthquake,1
35.893,70.62,5.0,1.0,1001.0,,Earthquake,1
39.5,39.878,6.0,1.0,2.0,,Earthquake,0
33.426,69.524,5.0,2.0,1040.0,,Earthquake,1
-3.393,29.558,5.0,3.0,120.0,,Earthquake,0
38.849,141.568,7.0,,2303.0,233000.0,Earthquake,1
41.774,143.593,7.0,2.0,773.0,563000.0,Earthquake,1
22.854,92.306,6.0,2.0,2525.0,,Earthquake,1
25.975,101.29,6.0,16.0,1295584.0,75000.0,Earthquake,1
19.777,-70.673,6.0,3.0,2015.0,,Earthquake,1
39.16,20.605,6.0,,50.0,,Earthquake,0
44.792,8.892,5.0,,232.0,561352.0,Earthquake,1
38.432,141.003,6.0,,18191.0,411000.0,Earthquake,1
36.964,3.634,7.0,2266.0,210261.0,5000000.0,Earthquake,1
37.529,96.476,6.0,,3300.0,,Earthquake,1
39.43,77.219,6.0,1.0,8003.0,,Earthquake,1
43.77,119.643,5.0,4.0,455500.0,167000.0,Earthquake,1
25.954,101.254,6.0,3.0,60056.0,60000.0,Earthquake,1
38.383,100.975,6.0,9.0,275043.0,40000.0,Earthquake,1
34.712,103.834,5.0,1.0,23369.0,,Earthquake,1
27.372,103.971,6.0,4.0,493065.0,,Earthquake,1
42.905,80.515,6.0,11.0,6018.0,1933.0,Earthquake,1
27.283,103.753,5.0,,10004.0,,Earthquake,1
8.416,-82.824,7.0,2.0,135.0,,Earthquake,0
36.939,3.578,6.0,9.0,200.0,,Earthquake,0
2.354,128.855,7.0,1.0,247.0,,Earthquake,0
1.142,128.152,6.0,,500.0,,Earthquake,0
35.476,60.784,5.0,,1091.0,,Earthquake,1
28.355,54.169,6.0,1.0,17525.0,21666.0,Earthquake,1
28.995,58.311,7.0,26796.0,267628.0,500000.0,Earthquake,1
31.953,49.209,5.0,,725.0,,Earthquake,0
42.946,72.764,6.0,3.0,36626.0,,Earthquake,1
37.226,138.779,7.0,40.0,62183.0,28000000.0,Earthquake,1
-3.615,135.538,7.0,37.0,14072.0,1000.0,Earthquake,1
-3.609,135.404,7.0,32.0,12833.0,55000.0,Earthquake,1
9.602,-84.172,6.0,8.0,280.0,,Earthquake,0
-8.152,124.868,8.0,33.0,83381.0,,Earthquake,1
36.29,51.61,6.0,35.0,498.0,165000.0,Earthquake,1
3.295,95.982,9.0,165708.0,532898.0,4451600.0,Earthquake,1
3.295,95.982,9.0,1.0,,100000.0,Earthquake,0
3.295,95.982,9.0,2.0,,500000.0,Earthquake,1
45.382,118.256,6.0,,190100.0,74000.0,Earthquake,1
27.266,103.873,5.0,4.0,120600.0,50000.0,Earthquake,1
25.073,99.169,5.0,,100012.0,,Earthquake,1
34.682,103.781,5.0,,22019.0,,Earthquake,1
37.506,96.758,6.0,,4199.0,,Earthquake,1
2.265,-76.595,5.0,1.0,502.0,,Earthquake,0
4.695,-77.508,7.0,,8036.0,,Earthquake,1
48.115,8.077,5.0,,150.0,12000.0,Earthquake,0
15.679,-61.706,6.0,,100.0,,Earthquake,0
36.852,3.418,5.0,,300.0,,Earthquake,0
36.848,3.448,5.0,,15.0,,Earthquake,0
15.679,-61.706,6.0,1.0,153.0,,Earthquake,0
-8.31,115.788,6.0,1.0,30040.0,12000.0,Earthquake,1
-0.466,100.655,5.0,5.0,507.0,,Earthquake,0
3.295,95.982,9.0,16389.0,654512.0,1022800.0,Earthquake,1
3.295,95.982,9.0,35399.0,1019306.0,1316500.0,Earthquake,1
33.807,130.131,7.0,1.0,3535.0,400000.0,Earthquake,1
33.637,130.179,6.0,,895.0,,Earthquake,0
2.085,97.108,9.0,915.0,105313.0,,Earthquake,1
-1.198,119.933,6.0,1.0,684.0,,Earthquake,0
37.103,54.574,5.0,,110.0,,Earthquake,0
30.754,56.816,6.0,612.0,94766.0,80000.0,Earthquake,1
50.038,87.813,7.0,3.0,1805.0,10600.0,Earthquake,1
9.355,-79.941,5.0,,340.0,,Earthquake,0
8.416,-82.824,7.0,2.0,1075.0,,Earthquake,1
39.007,40.464,6.0,177.0,290520.0,135000.0,Earthquake,1
38.111,28.887,5.0,,240.0,,Earthquake,0
38.221,26.958,6.0,,170.0,,Earthquake,0
35.7005,-121.1005,7.0,2.0,160.0,200000.0,Earthquake,1
34.774,73.216,6.0,24.0,13148.0,,Earthquake,1
46.296,13.641,5.0,1.0,605.0,10000.0,Earthquake,0
39.57,67.479,4.0,,180.0,,Earthquake,0
39.847,40.874,6.0,,32530.0,,Earthquake,1
3.295,95.982,9.0,102.0,27214.0,470100.0,Earthquake,1
3.295,95.982,9.0,80.0,5063.0,500000.0,Earthquake,1
3.295,95.982,9.0,8345.0,67007.0,1000000.0,Earthquake,1
35.142,-3.997,6.0,628.0,13465.0,400000.0,Earthquake,1
3.295,95.982,9.0,71.0,15700.0,500000.0,Earthquake,1
47.311,142.12,5.0,,138.0,,Earthquake,0
3.295,95.982,9.0,298.0,105083.0,100000.0,Earthquake,1
3.295,95.982,9.0,3.0,4830.0,30000.0,Earthquake,1
39.93,40.812,6.0,9.0,4030.0,,Earthquake,1
39.766,43.979,5.0,18.0,356.0,,Earthquake,0
3.295,95.982,9.0,10.0,,,Earthquake,0
37.622,43.703,6.0,2.0,422.0,,Earthquake,0
39.354,40.89,6.0,,2268.0,,Earthquake,1
-26.913,26.789,5.0,2.0,58.0,20000.0,Earthquake,0
34.539,73.588,8.0,1.0,,50.0,Earthquake,0
36.357,71.093,7.0,5.0,501.0,,Earthquake,0
37.255,68.828,6.0,1.0,935.0,,Earthquake,0
35.67,66.83,58310.0,19.0,5025.0,,Flood,1
35.62,63.54,5000.0,166.0,17580.0,,Flood,1
34.52,65.56,21480.0,21.0,615.0,,Flood,0
34.539,73.588,8.0,1309.0,156622.0,1000000.0,Earthquake,1
-19.987,-69.197,8.0,11.0,27645.0,5000.0,Earthquake,1
29.671,115.688,5.0,16.0,615500.0,,Earthquake,1
26.569,103.036,5.0,,18509.0,,Earthquake,1
26.774,55.858,6.0,13.0,100.0,,Earthquake,0
27.095,61.887,6.0,,21912.0,,Earthquake,1
34.04,117.03,22760.0,30.0,4120000.0,679000.0,Flood,1
-72.64,-37.26,5030.0,18.0,95862.0,,Flood,1
40.76,23.65,17970.0,1.0,3000.0,5659.0,Flood,1
-16.03,-63.43,955800.0,25.0,126096.0,35000.0,Flood,1
28.012,104.151,5.0,1.0,45551.0,,Earthquake,1
23.42,111.38,4210.0,21.0,4600024.0,,Flood,1
27.06,111.06,34990.0,29.0,2375016.0,,Flood,1
43.32,83.77,138200.0,20.0,2400.0,,Flood,1
23.34,102.64,24770.0,27.0,20004.0,,Flood,1
-4.24,15.43,1300.0,6.0,5000.0,,Flood,1
-2.23,-79.98,30150.0,16.0,57670.0,2800.0,Flood,1
-16.45,179.65,2370.0,4.0,224.0,500.0,Flood,0
0.626,99.859,6.0,8.0,1200.0,,Earthquake,1
1.07,124.66,33830.0,39.0,17539.0,25000.0,Flood,1
-5.17,120.11,3100.0,236.0,29231.0,55200.0,Flood,1
-3.29,115.49,23710.0,52.0,18250.0,,Flood,1
-6.85,108.59,73070.0,19.0,10000.0,27100.0,Flood,1
-7.84,111.86,19040.0,22.0,402.0,,Flood,0
19.17,83.65,31360.0,33.0,,,Flood,0
20.19,73.82,165400.0,350.0,4000065.0,3390000.0,Flood,1
-3.595,127.214,7.0,3.0,1202.0,,Earthquake,1
52.53,-82.09,7030.0,,2000.0,,Flood,1
26.75,118.57,76600.0,57.0,356000.0,393000.0,Flood,1
42.27,42.83,29220.0,,600.0,,Flood,0
-25.68,115.13,235.0,,500.0,,Storm,0
25.51,106.51,11680.0,50.0,12000.0,141000.0,Flood,1
-17.91,145.54,290.0,,7030.0,1180000.0,Storm,1
34.08,69.75,3116.0,54.0,8000.0,,Flood,1
-14.18,132.39,39370.0,,1100.0,,Flood,1
-3.86,29.67,2700.0,1.0,5000.0,,Flood,1
23.23,89.27,28080.0,,135775.0,,Flood,1
41.708,25.544,5.0,,527.0,,Earthquake,0
-22.56,-43.36,9335.0,12.0,,,Flood,0
2.81,-52.29,1164000.0,8.0,116000.0,,Flood,1
49.72,-56.05,730.0,,200.0,,Flood,0
53.54,-99.99,63270.0,,1000.0,,Flood,0
67.93,-99.99,3210.0,,300.0,,Flood,0
46.04,7.39,364.0,,3000.0,,Flood,1
23.282,101.693,5.0,,68761.0,6900.0,Earthquake,1
27.995,104.138,5.0,22.0,265106.0,,Earthquake,1
33.068,104.95,5.0,,130.0,,Earthquake,0
31.56,113.21,5.0,,20000.0,,Earthquake,1
43.469,119.558,5.0,,12000.0,291.0,Earthquake,1
24.66,102.18,1666.0,35.0,,,Flood,0
34.7,102.68,16920.0,15.0,,,Flood,0
26.92,106.58,175200.0,22.0,36900.0,36000.0,Flood,1
30.92,112.9,107400.0,3.0,350035.0,,Flood,1
26.2,112.75,58070.0,2.0,1410000.0,,Flood,1
24.73,116.87,36280.0,23.0,5000.0,,Flood,1
26.01,108.45,11360.0,6.0,270000.0,6500.0,Flood,1
47.73,128.9,1400.0,,4000.0,,Flood,1
22.35,109.4,20120.0,10.0,1400000.0,31000.0,Flood,1
39.04,106.59,1726.0,1.0,1200.0,,Flood,1
36.623,5.328,5.0,4.0,319.0,,Earthquake,0
27.67,-5.91,180500.0,1.0,60000.0,1200.0,Flood,1
9.67,42.19,4225.0,498.0,10096.0,3200.0,Flood,1
10.99,41.63,83390.0,,10000.0,,Flood,1
5.24,36.22,13560.0,364.0,8000.0,,Flood,1
6.89,-58.66,24224.0,,35000.0,169000.0,Flood,1
18.5,-73.48,6300.0,11.0,20010.0,,Flood,1
-7.961,110.446,6.0,5778.0,3177923.0,3100000.0,Earthquake,1
-8.261,118.753,6.0,1.0,114.0,,Earthquake,0
-9.284,107.419,8.0,802.0,35543.0,55000.0,Earthquake,1
0.55,123.01,890.0,,5000.0,,Flood,1
17.43,82.81,190900.0,20.0,,,Flood,0
26.6,94.02,47020.0,21.0,504000.0,,Flood,1
10.54,76.05,42690.0,32.0,10800.0,,Flood,1
18.73,75.23,395400.0,41.0,,,Flood,0
25.62,83.67,13110.0,130.0,300000.0,,Flood,1
22.41,71.31,170100.0,24.0,8400.0,,Flood,1
27.59,81.52,32700.0,42.0,100000.0,,Flood,1
14.13,79.93,40090.0,47.0,225000.0,,Flood,1
18.1,81.53,302800.0,185.0,2000000.0,,Flood,1
28.12,56.865,6.0,,7006.0,,Earthquake,1
33.5,48.78,6.0,63.0,161418.0,42262.0,Earthquake,1
30.79,56.7,5.0,,70.0,,Earthquake,0
38.69,47.88,18310.0,14.0,2800.0,16000.0,Flood,1
36.23,44.81,19960.0,20.0,18020.0,,Flood,1
34.21,45.49,77640.0,,41890.0,1300.0,Flood,1
33.25,64.89,304100.0,104.0,20000.0,,Flood,1
-16.97,-61.96,801000.0,40.0,339495.0,90000.0,Flood,1
-22.42,-44.0,210600.0,59.0,200080.0,125000.0,Flood,1
-8.57,120.76,3220.0,74.0,11556.0,,Flood,1
-8.87,13.36,1600.0,105.0,40000.0,,Flood,1
-31.99,-59.12,4000.0,5.0,70000.0,10000.0,Flood,1
35.64,4.2,7100.0,22.0,,13561.0,Flood,0
41.65,-0.65,42040.0,1.0,280.0,,Flood,0
-17.77,177.48,1690.0,1.0,900.0,30000.0,Flood,0
-0.488,100.53,6.0,67.0,137660.0,200000.0,Earthquake,1
-6.22,106.83,1800.0,68.0,217087.0,971000.0,Flood,1
13.835,-89.759,5.0,1.0,751.0,,Earthquake,0
34.539,73.588,8.0,73338.0,5128309.0,5200000.0,Earthquake,1
-19.987,-69.197,8.0,,,50.0,Earthquake,0
-5.678,-76.398,8.0,5.0,2505.0,,Earthquake,1
-6.319,146.846,6.0,1.0,200.0,,Earthquake,0
39.22,41.08,6.0,,354.0,,Earthquake,0
-6.224,29.83,7.0,2.0,5000.0,,Earthquake,1
-6.224,29.83,7.0,6.0,1505.0,,Earthquake,1
37.69,-99.99,44110.0,1.0,600.0,259000.0,Flood,1
22.15,-99.99,585.0,7.0,,12000.0,Flood,0
25.35,-111.81,215.0,7.0,10000.0,,Storm,1
24.47,-107.04,250.0,4.0,240700.0,2700.0,Storm,1
24.0,112.11,120.0,37.0,51680.0,3000.0,Storm,1
16.68,107.21,160.0,228.0,3842406.0,113000.0,Storm,1
17.02,121.82,230.0,34.0,283021.0,9077.0,Storm,1
19.878,-155.935,7.0,,3529.0,150000.0,Earthquake,1
8.9,-78.71,17730.0,11.0,4530.0,,Flood,1
10.33,106.74,195.0,1399.0,2562517.0,66400.0,Storm,1
35.34,136.22,47890.0,34.0,6232.0,,Flood,1
31.54,130.99,6130.0,8.0,4300.0,,Flood,1
37.56,127.17,9610.0,46.0,4630.0,,Flood,1
7.32,80.03,6890.0,25.0,333002.0,3000.0,Flood,1
1.87,103.22,18300.0,6.0,100000.0,22000.0,Flood,1
34.61,73.2,42570.0,40.0,2000.0,,Flood,1
12.44,124.77,1410.0,,415618.0,3395.0,Flood,1
-4.26,143.22,41560.0,,400.0,,Flood,0
-6.16,143.7,4700.0,1.0,300.0,,Landslide,0
37.56,127.17,55620.0,278.0,84500.0,,Flood,1
47.15,47.46,5540.0,14.0,5712.0,,Flood,1
45.26,20.75,35510.0,,35000.0,,Flood,1
18.18,100.15,78280.0,116.0,342895.0,25000.0,Flood,1
18.76,100.02,175800.0,164.0,2212413.0,9940.0,Flood,1
40.41,-75.78,122600.0,11.0,65000.0,1000000.0,Flood,1
17.76,106.15,119500.0,42.0,50020.0,8000.0,Flood,1
-24.53,17.98,16110.0,5.0,2100.0,8490.0,Flood,1
7.61,125.83,3680.0,2.0,40000.0,763.0,Flood,1
58.33,114.58,274800.0,,1300.0,125000.0,Flood,1
42.6,20.83,10090.0,,1200.0,,Flood,1
45.09,34.62,600.0,2.0,5000.0,23855.0,Flood,1
11.06,104.68,55860.0,5.0,33000.0,,Flood,1
43.16,-70.79,42910.0,2.0,2500.0,85000.0,Flood,1
37.21,-87.62,146000.0,14.0,1210.0,,Flood,1
15.1,43.88,91480.0,25.0,320.0,,Flood,0
18.37,94.95,240.0,34.0,60106.0,,Storm,1
34.74,-77.87,119.0,6.0,140.0,32860.0,Storm,0
2.25,37.53,538000.0,60.0,17300.0,,Flood,1
42.156,76.163,6.0,,12050.0,,Earthquake,1
11.43,103.53,11610.0,,5000.0,,Flood,1
32.15,-4.05,33210.0,6.0,1100.0,,Flood,1
19.91,95.45,188000.0,25.0,10000.0,,Flood,1
-21.324,33.583,7.0,4.0,1476.0,,Earthquake,1
17.75,-15.0,60.0,7.0,1619.0,,Flood,1
-15.96,34.51,2760.0,5.0,8000.0,,Flood,1
-14.59,35.12,64890.0,3.0,8000.0,,Flood,1
5.27,102.15,2590.0,,500.0,,Flood,0
6.94,6.35,724.0,,2000.0,,Flood,1
-45.69,170.37,4630.0,,1200.0,3000.0,Flood,1
25.03,67.12,2748.0,74.0,5050.0,,Flood,1
17.02,121.82,63470.0,4.0,256641.0,9600.0,Flood,1
7.17,125.57,630.0,1.0,1000.0,,Flood,0
-9.07,147.28,34450.0,1.0,12000.0,,Flood,1
49.5,20.93,27580.0,,500.0,,Flood,0
47.8,25.95,1120.0,30.0,600.0,,Flood,0
60.949,167.089,8.0,,12040.0,55000.0,Earthquake,1
50.78,87.14,144900.0,,420.0,7411.0,Flood,0
50.79,106.52,22760.0,,6000.0,,Flood,1
14.028,-89.785,4.0,,16470.0,,Earthquake,1
2.665,45.45,3845.0,5.0,2000.0,,Flood,1
3.1,45.44,22490.0,5.0,30000.0,,Flood,1
3.42,-56.48,27500.0,3.0,25000.0,,Flood,1
37.255,68.828,6.0,3.0,15427.0,22000.0,Earthquake,1
37.64,39.65,122300.0,47.0,63015.0,317000.0,Flood,1
39.74,41.1,69640.0,12.0,,,Flood,0
21.799,120.547,7.0,2.0,42.0,,Earthquake,0
24.07,120.79,14310.0,3.0,300.0,116130.0,Flood,1
-3.33,37.22,12430.0,,19000.0,,Flood,1
1.38,34.28,4050.0,3.0,1680.0,,Flood,1
41.41,-86.91,6780.0,2.0,2400.0,7000.0,Flood,1
31.76,-106.39,3610.0,,,100000.0,Flood,0
41.52,-81.09,4720.0,1.0,600.0,,Flood,0
62.45,-99.99,95940.0,,150.0,15500.0,Flood,0
60.88,-145.99,51560.0,,100.0,,Flood,0
47.86,-122.15,57890.0,2.0,1500.0,,Flood,1
16.68,107.21,148.0,71.0,1467925.0,624000.0,Storm,1
14.54,44.18,10710.0,5.0,2000.0,,Flood,1
-27.44,24.83,2500.0,6.0,4160.0,71000.0,Flood,1
-33.538,26.3,21840.0,6.0,3000.0,145000.0,Flood,1
37.336,136.588,7.0,1.0,41027.0,250000.0,Earthquake,1
-14.84,49.94,230.0,80.0,215198.0,240000.0,Storm,1
-8.466,157.043,8.0,52.0,2384.0,,Earthquake,1
6.71,80.95,10420.0,18.0,35000.0,,Flood,1
7.71,125.22,44620.0,9.0,24508.0,4080.0,Flood,1
7.44,99.65,290.0,38.0,,,Flood,0
15.1,43.88,25390.0,7.0,2000.0,,Flood,1
-18.49,46.34,438800.0,7.0,33000.0,,Flood,1
2.19,103.37,26380.0,17.0,137533.0,605000.0,Flood,1
-1.73,29.48,1340.0,10.0,500.0,9.0,Flood,0
34.88,-90.07,434.0,24.0,,,Flood,0
16.57,49.13,59870.0,36.0,618.0,,Flood,0
-4.36,16.17,45540.0,1.0,5500.0,,Flood,1
-32.87,151.38,11380.0,9.0,5000.0,1300000.0,Flood,1
30.28,107.78,43530.0,43.0,2300050.0,78000.0,Flood,1
23.92,91.23,7000.0,1110.0,13771380.0,100000.0,Flood,1
-22.72,-43.42,730.0,6.0,2272.0,,Flood,1
14.944,-61.274,7.0,,1.0,,Earthquake,0
24.1,100.16,165100.0,170.0,386000.0,40000.0,Flood,1
43.09,88.21,812700.0,29.0,350000.0,80000.0,Flood,1
-1.8,116.72,5690.0,11.0,17500.0,26000.0,Flood,1
27.72,104.07,32590.0,17.0,213000.0,5500.0,Flood,1
8.38,-75.59,69990.0,146.0,1504317.0,,Flood,1
7.38,-75.43,29770.0,13.0,3000.0,,Flood,1
4.5,-75.21,1940.0,24.0,2035.0,,Flood,1
14.6,-90.49,2300.0,11.0,656.0,,Flood,0
-1.74,121.49,4600.0,88.0,3389.0,,Flood,1
-7.54,111.33,50690.0,127.0,269515.0,,Flood,1
-1.08,116.72,5690.0,4.0,1000.0,,Flood,0
